ID,Key,Gemiddelde WOZ,Meest voorkomende postcode
12895,BU03400203,351,      3912
12896,WK034003  ,343,         .
12897,BU03400301,267,      3911
12898,BU03400302,484,      3911
12899,BU03400303,959,      3911
12900,WK034004  ,812,         .
12901,BU03400401,812,      3911
12902,WK034005  ,617,         .
12903,BU03400501,750,      3911
12904,BU03400502,680,      3911
12905,BU03400503,466,      3911
12906,BU03400504,,      3911
12907,WK034006  ,645,         .
12908,BU03400601,645,      3911
12909,WK034007  ,469,         .
12910,BU03400701,491,      3911
12911,BU03400702,409,      3911
12912,BU03400703,461,      3911
12913,WK034008  ,637,         .
12914,BU03400801,637,      3911
12915,WK034009  ,507,         .
12916,BU03400901,507,      3911
12917,WK034010  ,,         .
12918,BU03401001,,      3911
12919,WK034011  ,,         .
12920,BU03401101,,      3921
12921,WK034012  ,,         .
12922,BU03401201,,      3921
12923,WK034013  ,419,         .
12924,BU03401301,526,      3921
12925,BU03401302,354,      3921
12926,BU03401303,452,      3921
12927,BU03401304,617,      3922
12928,GM0597    ,331,         .
12929,WK059701  ,268,         .
12930,BU05970100,268,      2982
12931,WK059702  ,303,         .
12932,BU05970200,303,      2982
12933,WK059703  ,303,         .
12934,BU05970300,303,      2985
12935,WK059704  ,327,         .
12936,BU05970400,327,      2986
12937,WK059705  ,422,         .
12938,BU05970500,422,      2984
12939,WK059706  ,344,         .
12940,BU05970600,344,      2983
12941,WK059707  ,304,         .
12942,BU05970700,304,      2987
12943,WK059708  ,471,         .
12944,BU05970800,471,      2988
12945,WK059709  ,429,         .
12946,BU05970900,429,      2989
12947,WK059710  ,331,         .
12948,BU05971000,331,      2984
12949,WK059711  ,,         .
12950,BU05971100,,      2988
12951,WK059712  ,,         .
12952,BU05971200,,      2988
12953,GM1742    ,352,         .
12954,WK174200  ,329,         .
12955,BU17420000,286,      7461
12956,BU17420004,357,      7462
12957,BU17420005,369,      7462
12958,BU17420006,373,      7462
12959,BU17420007,358,      7461
12960,BU17420008,292,      7462
12961,WK174202  ,559,         .
12962,BU17420207,518,      7462
12963,BU17420208,532,      7462
12964,BU17420209,641,      7461
12965,WK174203  ,371,         .
12966,BU17420301,285,      7451
12967,BU17420302,423,      7451
12968,BU17420303,940,      7451
12969,BU17420304,826,      7451
12970,BU17420305,382,      7451
12971,BU17420308,434,      7451
12972,BU17420309,455,      7451
12973,BU17420310,314,      7451
12974,BU17420311,344,      7451
12975,WK174204  ,,         .
12976,BU17420401,,      7451
12977,BU17420402,,      7451
12978,WK174205  ,462,         .
12979,BU17420500,499,      7451
12980,BU17420501,490,      7451
12981,BU17420502,453,      7451
12982,BU17420503,434,      7451
12983,BU17420504,434,      7451
12984,BU17420505,477,      7451
12985,BU17420506,,      7451
12986,BU17420507,,      7451
12987,BU17420508,423,      7451
12988,BU17420509,459,      7451
12989,WK174207  ,368,         .
12990,BU17420701,368,      7461
12991,WK174208  ,431,         .
12992,BU17420801,431,      7451
12993,WK174209  ,397,         .
12994,BU17420901,374,      7463
12995,BU17420902,423,      7463
12996,BU17420904,375,      7461
12997,WK174210  ,295,         .
12998,BU17421001,358,      7462
12999,BU17421002,245,      7462
13000,BU17421003,,      7462
13001,BU17421004,318,      7461
13002,BU17421005,281,      7461
13003,BU17421006,308,      7462
13004,BU17421007,273,      7462
13005,WK174211  ,396,         .
13006,BU17421106,438,      7461
13007,BU17421107,584,      7461
13008,BU17421108,608,      7461
13009,BU17421109,293,      7461
13010,GM0603    ,346,         .
13011,WK060301  ,502,         .
13012,BU06030111,372,      2281
13013,BU06030112,633,      2281
13014,WK060302  ,311,         .
13015,BU06030221,350,      2282
13016,BU06030222,363,      2282
13017,BU06030223,308,      2282
13018,BU06030224,264,      2282
13019,BU06030225,189,      2282
13020,WK060303  ,619,         .
13021,BU06030391,713,      2289
13022,BU06030392,557,      2289
13023,WK060304  ,292,         .
13024,BU06030431,802,      2283
13025,BU06030432,349,      2283
13026,BU06030434,268,      2283
13027,WK060305  ,319,         .
13028,BU06030581,319,      2288
13029,WK060306  ,259,         .
13030,BU06030633,294,      2283
13031,BU06030641,,      2284
13032,BU06030642,251,      2284
13033,BU06030643,240,      2284
13034,WK060307  ,258,         .
13035,BU06030771,258,      2287
13036,BU06030772,,      2287
13037,WK060308  ,346,         .
13038,BU06030851,201,      2285
13039,BU06030852,440,      2285
13040,BU06030853,387,      2285
13041,BU06030854,284,      2285
13042,WK060309  ,339,         .
13043,BU06030961,293,      2286
13044,BU06030962,845,      2286
13045,BU06030963,423,      2286
13046,WK060310  ,586,         .
13047,BU06031064,622,      2286
13048,BU06031082,,      2288
13049,BU06031083,471,      2288
13050,BU06031084,550,      2288
13051,WK060311  ,425,         .
13052,BU06031193,,      2289
13053,BU06031194,423,      2289
13054,GM1669    ,307,         .
13055,WK166901  ,337,         .
13056,BU16690101,329,      6065
13057,BU16690109,473,      6065
13058,WK166902  ,307,         .
13059,BU16690201,284,      6077
13060,BU16690202,444,      6077
13061,BU16690203,408,      6077
13062,BU16690204,,      6077
13063,BU16690209,417,      6077
13064,WK166903  ,312,         .
13065,BU16690301,311,      6074
13066,BU16690309,,      6074
13067,WK166904  ,288,         .
13068,BU16690401,275,      6061
13069,BU16690402,432,      6061
13070,BU16690403,405,      6061
13071,BU16690404,377,      6061
13072,BU16690409,411,      6061
13073,WK166905  ,312,         .
13074,BU16690501,310,      6075
13075,BU16690502,,      6075
13076,BU16690503,286,      6075
13077,BU16690509,402,      6075
13078,WK166906  ,285,         .
13079,BU16690601,267,      6063
13080,BU16690602,341,      6063
13081,BU16690603,294,      6063
13082,BU16690604,,      6063
13083,BU16690605,,      6063
13084,BU16690609,532,      6063
13085,GM0957    ,289,         .
13086,WK095700  ,314,         .
13087,BU09570000,252,      6041
13088,BU09570001,399,      6041
13089,BU09570002,425,      6041
13090,BU09570003,393,      6041
13091,BU09570004,428,      6041
13092,WK095701  ,229,         .
13093,BU09570100,216,      6043
13094,BU09570101,254,      6042
13095,WK095702  ,250,         .
13096,BU09570200,281,      6045
13097,BU09570201,192,      6045
13098,BU09570202,,      6045
13099,BU09570203,395,      6045
13100,BU09570204,220,      6045
13101,WK095703  ,302,         .
13102,BU09570300,295,      6042
13103,BU09570301,348,      6041
13104,BU09570302,222,      6042
13105,BU09570303,553,      6042
13106,BU09570304,286,      6042
13107,WK095704  ,202,         .
13108,BU09570400,193,      6044
13109,BU09570401,197,      6044
13110,BU09570402,250,      6043
13111,BU09570403,169,      6043
13112,WK095705  ,263,         .
13113,BU09570501,263,      6043
13114,WK095706  ,398,         .
13115,BU09570600,532,      6042
13116,BU09570601,372,      6042
13117,WK095707  ,386,         .
13118,BU09570700,517,      6049
13119,BU09570701,334,      6049
13120,BU09570702,357,      6049
13121,BU09570703,490,      6049
13122,WK095708  ,292,         .
13123,BU09570800,281,      6071
13124,BU09570801,249,      6071
13125,BU09570802,355,      6071
13126,BU09570804,432,      6071
13127,BU09570805,287,      6071
13128,BU09570806,333,      6071
13129,BU09570809,483,      6071
13130,WK095709  ,563,         .
13131,BU09570900,563,      6041
13132,GM0736    ,516,         .
13133,WK073601  ,402,         .
13134,BU07360101,374,      3641
13135,BU07360102,435,      3641
13136,BU07360103,406,      3642
13137,BU07360104,351,      3641
13138,BU07360105,422,      3641
13139,BU07360106,,      3641
13140,BU07360107,305,      3641
13141,BU07360108,583,      3641
13142,WK073602  ,580,         .
13143,BU07360201,478,      1426
13144,BU07360202,658,      1426
13145,WK073603  ,458,         .
13146,BU07360301,458,      1427
13147,WK073604  ,559,         .
13148,BU07360401,548,      3645
13149,BU07360402,400,      3645
13150,BU07360403,1269,      3645
13151,BU07360404,760,      3645
13152,WK073605  ,571,         .
13153,BU07360501,495,      3646
13154,BU07360502,618,      3646
13155,WK073606  ,477,         .
13156,BU07360601,496,      3648
13157,BU07360602,455,      3648
13158,BU07360603,640,      3648
13159,WK073607  ,709,         .
13160,BU07360701,631,      1391
13161,BU07360702,739,      1391
13162,BU07360703,913,      1391
13163,WK073608  ,660,         .
13164,BU07360801,590,      1396
13165,BU07360802,905,      1396
13166,GM1674    ,292,         .
13167,WK167400  ,257,         .
13168,BU16740000,229,      4701
13169,BU16740001,270,      4701
13170,BU16740002,302,      4701
13171,BU16740003,317,      4701
13172,WK167401  ,249,         .
13173,BU16740100,238,      4702
13174,BU16740101,271,      4702
13175,BU16740102,237,      4702
13176,WK167402  ,232,         .
13177,BU16740200,236,      4702
13178,BU16740201,259,      4702
13179,BU16740202,209,      4702
13180,BU16740209,383,      4705
13181,WK167403  ,223,         .
13182,BU16740300,247,      4703
13183,BU16740301,195,      4703
13184,BU16740302,182,      4703
13185,BU16740303,218,      4703
13186,BU16740309,529,      4703
13187,WK167404  ,264,         .
13188,BU16740400,296,      4707
13189,BU16740401,,      4707
13190,BU16740402,242,      4707
13191,BU16740403,243,      4707
13192,BU16740404,244,      4707
13193,BU16740405,299,      4707
13194,BU16740409,514,      4707
13195,WK167405  ,271,         .
13196,BU16740500,247,      4707
13197,BU16740501,260,      4707
13198,BU16740502,280,      4707
13199,BU16740509,696,      4707
13200,WK167406  ,335,         .
13201,BU16740600,326,      4706
13202,BU16740601,282,      4706
13203,BU16740602,289,      4706
13204,BU16740603,709,      4706
13205,BU16740609,725,      4706
13206,WK167407  ,350,         .
13207,BU16740700,322,      4708
13208,BU16740701,292,      4708
13209,BU16740702,374,      4708
13210,BU16740703,347,      4708
13211,BU16740705,391,      4708
13212,BU16740706,,      4708
13213,BU16740709,602,      4708
13214,WK167408  ,434,         .
13215,BU16740800,296,      4704
13216,BU16740801,390,      4703
13217,BU16740802,435,      4705
13218,BU16740803,467,      4706
13219,BU16740804,476,      4708
13220,WK167410  ,408,         .
13221,BU16741000,375,      4709
13222,BU16741009,554,      4709
13223,WK167411  ,351,         .
13224,BU16741100,345,      4724
13225,BU16741108,520,      4724
13226,BU16741109,,      4724
13227,WK167412  ,380,         .
13228,BU16741200,349,      4726
13229,BU16741209,535,      4726
13230,WK167413  ,435,         .
13231,BU16741300,368,      4727
13232,BU16741309,571,      4727
13233,WK167414  ,438,         .
13234,BU16741400,362,      4725
13235,BU16741409,537,      4725
13236,GM0599    ,320,         .
13237,WK059901  ,407,         .
13238,BU05990110,415,      3011
13239,BU05990111,344,      3014
13240,BU05990112,374,      3012
13241,BU05990113,408,      3013
13242,BU05990118,621,      3016
13243,BU05990119,404,      3015
13244,WK059903  ,300,         .
13245,BU05990320,268,      3024
13246,BU05990321,261,      3025
13247,BU05990322,249,      3026
13248,BU05990323,269,      3027
13249,BU05990324,351,      3022
13250,BU05990325,376,      3021
13251,BU05990327,195,      3028
13252,BU05990328,249,      3028
13253,BU05990329,340,      3024
13254,WK059904  ,364,         .
13255,BU05990451,278,      3042
13256,BU05990452,705,      3047
13257,BU05990454,615,      3046
13258,BU05990455,698,      3045
13259,BU05990456,337,      3043
13260,BU05990457,174,      3043
13261,WK059905  ,344,         .
13262,BU05990515,318,      3032
13263,BU05990516,356,      3033
13264,BU05990531,310,      3038
13265,BU05990532,383,      3039
13266,BU05990534,378,      3037
13267,BU05990535,325,      3035
13268,BU05990558,,      3041
13269,WK059906  ,472,         .
13270,BU05990660,357,      3053
13271,BU05990661,414,      3051
13272,BU05990662,545,      3054
13273,BU05990664,519,      3056
13274,BU05990665,698,      3055
13275,WK059908  ,370,         .
13276,BU05990814,304,      3031
13277,BU05990836,358,      3034
13278,BU05990837,281,      3034
13279,BU05990841,360,      3061
13280,BU05990842,641,      3062
13281,BU05990843,869,      3062
13282,BU05990845,315,      3063
13283,BU05990847,327,      3063
13284,WK059910  ,289,         .
13285,BU05991017,492,      3072
13286,BU05991079,375,      3071
13287,BU05991080,251,      3075
13288,BU05991081,212,      3073
13289,BU05991082,216,      3074
13290,BU05991085,414,      3072
13291,BU05991086,281,      3072
13292,BU05991087,255,      3071
13293,BU05991088,386,      3071
13294,WK059912  ,247,         .
13295,BU05991283,332,      3077
13296,BU05991284,231,      3076
13297,BU05991289,246,      3079
13298,BU05991290,229,      3077
13299,WK059913  ,276,         .
13300,BU05991391,276,      3195
13301,WK059914  ,341,         .
13302,BU05991444,532,      3065
13303,BU05991446,294,      3064
13304,BU05991448,347,      3066
13305,BU05991449,277,      3067
13306,BU05991463,312,      3068
13307,BU05991466,278,      3068
13308,BU05991467,260,      3067
13309,BU05991468,551,      3059
13310,WK059915  ,217,         .
13311,BU05991570,554,      3084
13312,BU05991571,197,      3081
13313,BU05991572,178,      3083
13314,BU05991573,236,      3085
13315,BU05991574,220,      3082
13316,BU05991575,164,      3084
13317,BU05991576,251,      3083
13318,BU05991577,236,      3086
13319,BU05991578,253,      3084
13320,BU05991593,278,      3089
13321,WK059916  ,271,         .
13322,BU05991692,276,      3194
13323,BU05991699,269,      3192
13324,WK059917  ,,         .
13325,BU05991701,,      3151
13326,BU05991702,320,      3151
13327,BU05991703,,      3151
13328,WK059918  ,408,         .
13329,BU05991853,408,      3044
13330,WK059919  ,220,         .
13331,BU05991926,220,      3029
13332,WK059921  ,,         .
13333,BU05992194,,      3087
13334,BU05992196,,      3089
13335,BU05992198,,      3088
13336,WK059922  ,,         .
13337,BU05992295,,      3196
13338,WK059923  ,,         .
13339,BU05992306,,      3197
13340,BU05992307,,      3198
13341,BU05992308,,      3199
13342,WK059924  ,,         .
13343,BU05992459,,      3047
13344,WK059925  ,,         .
13345,BU05992540,,      3065
13346,WK059927  ,265,         .
13347,BU05992704,265,      3181
13348,BU05992705,,      3181
13349,GM0277    ,750,         .
13350,WK027700  ,750,         .
13351,BU02770000,752,      6891
13352,BU02770009,,      6891
13353,GM0840    ,352,         .
13354,WK084000  ,362,         .
13355,BU08400000,324,      4715
13356,BU08400009,501,      4715
13357,WK084001  ,323,         .
13358,BU08400100,315,      4711
13359,BU08400109,605,      4711
13360,WK084002  ,378,         .
13361,BU08400200,329,      4714
13362,BU08400201,508,      4714
13363,BU08400209,537,      4714
13364,WK084003  ,430,         .
13365,BU08400300,340,      4721
13366,BU08400309,540,      4721
13367,WK084004  ,344,         .
13368,BU08400400,305,      4735
13369,BU08400409,511,      4735
13370,GM0441    ,348,         .
13371,WK044101  ,348,         .
13372,BU04410101,324,      1751
13373,BU04410190,460,      1751
13374,BU04410191,400,      1751
13375,BU04410192,430,      1751
13376,WK044102  ,327,         .
13377,BU04410201,289,      1742
13378,BU04410202,,      1742
13379,BU04410280,517,      1742
13380,BU04410290,,      1742
13381,WK044103  ,384,         .
13382,BU04410301,336,      1754
13383,BU04410390,420,      1754
13384,BU04410391,430,      1754
13385,WK044104  ,391,         .
13386,BU04410401,309,      1744
13387,BU04410402,413,      1744
13388,BU04410490,457,      1744
13389,BU04410491,543,      1744
13390,BU04410492,520,      1744
13391,BU04410493,470,      1744
13392,BU04410494,500,      1744
13393,WK044105  ,375,         .
13394,BU04410501,391,      1749
13395,BU04410502,308,      1749
13396,BU04410503,372,      1749
13397,BU04410504,339,      1749
13398,BU04410505,388,      1749
13399,BU04410506,446,      1749
13400,BU04410580,,      1749
13401,BU04410581,415,      1749
13402,BU04410590,513,      1749
13403,BU04410591,469,      1749
13404,WK044106  ,357,         .
13405,BU04410601,429,      1747
13406,BU04410602,351,      1747
13407,BU04410603,347,      1747
13408,BU04410690,,      1747
13409,WK044107  ,376,         .
13410,BU04410701,354,      1738
13411,BU04410790,473,      1738
13412,WK044108  ,361,         .
13413,BU04410801,337,      1746
13414,BU04410880,404,      1746
13415,BU04410890,488,      1746
13416,WK044109  ,325,         .
13417,BU04410901,260,      1757
13418,BU04410990,505,      1757
13419,WK044110  ,321,         .
13420,BU04411001,308,      1741
13421,BU04411002,351,      1741
13422,WK044111  ,348,         .
13423,BU04411101,323,      1755
13424,BU04411102,292,      1755
13425,BU04411103,419,      1755
13426,BU04411170,,      1755
13427,BU04411180,,      1755
13428,BU04411190,536,      1755
13429,WK044112  ,363,         .
13430,BU04411201,310,      1752
13431,BU04411290,445,      1752
13432,WK044113  ,323,         .
13433,BU04411301,297,      1756
13434,BU04411302,288,      1756
13435,BU04411380,457,      1756
13436,BU04411390,545,      1756
13437,BU04411391,441,      1756
13438,WK044114  ,355,         .
13439,BU04411401,267,      1753
13440,BU04411470,387,      1753
13441,BU04411471,,      1753
13442,BU04411490,524,      1753
13443,WK044115  ,358,         .
13444,BU04411501,363,      1759
13445,BU04411502,299,      1759
13446,BU04411570,,      1759
13447,BU04411590,391,      1759
13448,BU04411591,604,      1759
13449,BU04411592,466,      1759
13450,WK044116  ,334,         .
13451,BU04411601,405,      1742
13452,BU04411602,308,      1742
13453,BU04411603,296,      1742
13454,BU04411680,285,      1742
13455,BU04411690,611,      1742
13456,BU04411691,,      1742
13457,WK044117  ,406,         .
13458,BU04411701,361,      1741
13459,BU04411702,429,      1741
13460,BU04411703,404,      1741
13461,BU04411790,603,      1741
13462,WK044118  ,289,         .
13463,BU04411801,299,      1741
13464,BU04411802,262,      1741
13465,BU04411803,292,      1741
13466,BU04411890,547,      1741
13467,GM0279    ,389,         .
13468,WK027900  ,389,         .
13469,BU02790000,375,      3925
13470,BU02790008,467,      3925
13471,BU02790009,526,      3925
13472,GM0606    ,288,         .
13473,WK060600  ,315,         .
13474,BU06060001,279,      3111
13475,BU06060002,283,      3111
13476,BU06060003,337,      3111
13477,BU06060004,422,      3111
13478,WK060601  ,240,         .
13479,BU06060101,269,      3112
13480,BU06060102,242,      3112
13481,BU06060103,249,      3112
13482,BU06060104,263,      3112
13483,BU06060105,288,      3112
13484,BU06060106,225,      3112
13485,BU06060107,209,      3112
13486,BU06060108,215,      3112
13487,BU06060109,239,      3112
13488,BU06060110,,      3112
13489,BU06060111,,      3112
13490,WK060602  ,,         .
13491,BU06060201,,      3115
13492,BU06060202,,      3115
13493,BU06060203,,      3113
13494,WK060603  ,305,         .
13495,BU06060301,251,      3117
13496,BU06060302,270,      3117
13497,BU06060303,235,      3117
13498,BU06060304,,      3117
13499,BU06060305,347,      3117
13500,BU06060306,397,      3116
13501,BU06060307,536,      3116
13502,BU06060308,363,      3116
13503,BU06060309,316,      3117
13504,BU06060310,,      3117
13505,WK060604  ,249,         .
13506,BU06060401,233,      3114
13507,BU06060402,228,      3114
13508,BU06060403,252,      3114
13509,BU06060404,314,      3114
13510,WK060605  ,421,         .
13511,BU06060501,348,      3121
13512,BU06060502,424,      3121
13513,BU06060503,391,      3121
13514,BU06060504,301,      3119
13515,BU06060505,532,      3118
13516,BU06060506,,      3121
13517,BU06060507,,      3118
13518,WK060606  ,242,         .
13519,BU06060601,198,      3118
13520,BU06060602,255,      3118
13521,BU06060603,236,      3119
13522,BU06060604,335,      3119
13523,BU06060605,248,      3119
13524,BU06060606,309,      3119
13525,BU06060607,213,      3119
13526,BU06060608,,      3119
13527,BU06060609,216,      3119
13528,BU06060610,226,      3118
13529,WK060607  ,229,         .
13530,BU06060701,227,      3122
13531,BU06060702,204,      3122
13532,BU06060703,231,      3122
13533,BU06060704,252,      3122
13534,BU06060705,229,      3122
13535,BU06060706,227,      3122
13536,WK060608  ,,         .
13537,BU06060801,,      3125
13538,BU06060802,,      3125
13539,WK060609  ,312,         .
13540,BU06060901,296,      3123
13541,BU06060902,314,      3123
13542,BU06060903,325,      3123
13543,BU06060904,311,      3123
13544,WK060610  ,405,         .
13545,BU06061001,376,      3124
13546,BU06061002,378,      3124
13547,BU06061003,361,      3124
13548,BU06061004,371,      3124
13549,BU06061005,460,      3124
13550,BU06061006,505,      3124
13551,BU06061007,494,      3124
13552,WK060611  ,640,         .
13553,BU06061101,1104,      3123
13554,BU06061102,579,      3125
13555,GM0088    ,383,         .
13556,WK008800  ,383,         .
13557,BU00880000,382,      9166
13558,BU00880009,405,      9166
13559,GM1676    ,343,         .
13560,WK167600  ,284,         .
13561,BU16760000,253,      4301
13562,BU16760001,232,      4301
13563,BU16760002,282,      4301
13564,BU16760003,294,      4301
13565,BU16760004,438,      4301
13566,BU16760007,425,      4303
13567,BU16760008,531,      4301
13568,BU16760009,427,      4301
13569,WK167601  ,266,         .
13570,BU16760100,261,      4318
13571,BU16760109,406,      4318
13572,WK167602  ,310,         .
13573,BU16760200,268,      4316
13574,BU16760209,501,      4316
13575,WK167603  ,324,         .
13576,BU16760300,290,      4315
13577,BU16760309,486,      4315
13578,WK167604  ,441,         .
13579,BU16760400,324,      4317
13580,BU16760401,557,      4317
13581,BU16760409,397,      4317
13582,WK167605  ,319,         .
13583,BU16760500,267,      4311
13584,BU16760501,586,      4311
13585,BU16760509,462,      4311
13586,WK167606  ,308,         .
13587,BU16760600,292,      4306
13588,BU16760609,436,      4306
13589,WK167607  ,290,         .
13590,BU16760700,267,      4307
13591,BU16760701,288,      4308
13592,BU16760708,428,      4308
13593,BU16760709,447,      4307
13594,WK167608  ,324,         .
13595,BU16760800,289,      4305
13596,BU16760809,506,      4305
13597,WK167609  ,332,         .
13598,BU16760900,311,      4322
13599,BU16760909,450,      4322
13600,WK167610  ,360,         .
13601,BU16761000,270,      4321
13602,BU16761009,509,      4321
13603,WK167611  ,395,         .
13604,BU16761100,321,      4323
13605,BU16761109,653,      4323
13606,WK167612  ,513,         .
13607,BU16761200,326,      4328
13608,BU16761201,409,      4328
13609,BU16761202,534,      4328
13610,BU16761203,660,      4328
13611,BU16761204,669,      4328
13612,BU16761205,845,      4328
13613,BU16761208,538,      4328
13614,BU16761209,563,      4328
13615,WK167613  ,399,         .
13616,BU16761300,334,      4325
13617,BU16761301,563,      4325
13618,BU16761302,496,      4325
13619,BU16761303,238,      4325
13620,BU16761309,,      4325
13621,WK167614  ,403,         .
13622,BU16761400,333,      4326
13623,BU16761409,589,      4326
13624,WK167615  ,347,         .
13625,BU16761500,302,      4327
13626,BU16761509,555,      4327
13627,GM0965    ,250,         .
13628,WK096500  ,257,         .
13629,BU09650000,198,      6369
13630,BU09650001,301,      6369
13631,BU09650002,292,      6369
13632,BU09650003,335,      6369
13633,BU09650009,377,      6369
13634,WK096501  ,243,         .
13635,BU09650100,230,      6351
13636,BU09650101,268,      6351
13637,BU09650102,363,      6351
13638,BU09650103,317,      6351
13639,GM0845    ,460,         .
13640,WK084500  ,430,         .
13641,BU08450000,398,      5271
13642,BU08450001,432,      5271
13643,BU08450002,385,      5272
13644,BU08450003,535,      5271
13645,BU08450007,800,      5271
13646,BU08450008,676,      5271
13647,BU08450009,669,      5271
13648,WK084501  ,529,         .
13649,BU08450100,463,      5291
13650,BU08450108,708,      5292
13651,BU08450109,630,      5291
13652,WK084502  ,477,         .
13653,BU08450200,445,      5275
13654,BU08450201,467,      5271
13655,BU08450207,673,      5275
13656,BU08450208,585,      5275
13657,BU08450209,614,      5271
13658,WK084503  ,458,         .
13659,BU08450300,439,      5258
13660,BU08450301,588,      5258
13661,BU08450302,414,      5258
13662,BU08450308,689,      5258
13663,BU08450309,647,      5258
13664,WK084504  ,517,         .
13665,BU08450400,473,      5258
13666,BU08450408,634,      5258
13667,BU08450409,622,      5258
13668,GM1883    ,253,         .
13669,WK188300  ,237,         .
13670,BU18830001,246,      6135
13671,BU18830008,119,      6135
13672,WK188301  ,289,         .
13673,BU18830100,221,      6131
13674,BU18830101,181,      6134
13675,BU18830102,289,      6133
13676,BU18830103,437,      6132
13677,BU18830109,,      6137
13678,WK188302  ,239,         .
13679,BU18830200,230,      6136
13680,BU18830201,233,      6136
13681,BU18830202,197,      6137
13682,BU18830203,184,      6137
13683,BU18830204,243,      6137
13684,BU18830205,294,      6132
13685,BU18830208,394,      6136
13686,BU18830209,105,      6136
13687,WK188303  ,306,         .
13688,BU18830300,303,      6151
13689,BU18830301,422,      6153
13690,WK188304  ,308,         .
13691,BU18830400,293,      6143
13692,BU18830401,311,      6141
13693,BU18830402,317,      6142
13694,WK188305  ,219,         .
13695,BU18830501,196,      6161
13696,BU18830502,242,      6162
13697,BU18830503,200,      6163
13698,BU18830504,221,      6164
13699,BU18830505,227,      6165
13700,BU18830506,238,      6166
13701,BU18830507,,      6163
13702,WK188306  ,284,         .
13703,BU18830601,276,      6123
13704,BU18830602,266,      6122
13705,BU18830603,265,      6121
13706,BU18830604,309,      6121
13707,BU18830606,342,      6121
13708,BU18830607,348,      6121
13709,BU18830609,,      6121
13710,WK188307  ,290,         .
13711,BU18830700,294,      6125
13712,BU18830701,328,      6124
13713,BU18830702,277,      6127
13714,GM0610    ,303,         .
13715,WK061001  ,346,         .
13716,BU06100101,388,      3363
13717,BU06100102,,      3361
13718,BU06100103,320,      3363
13719,BU06100104,,      3363
13720,BU06100105,400,      3361
13721,BU06100106,346,      3363
13722,BU06100107,247,      3363
13723,BU06100108,354,      3361
13724,BU06100109,,      3361
13725,WK061002  ,281,         .
13726,BU06100201,255,      3363
13727,BU06100202,302,      3363
13728,BU06100203,,      3361
13729,BU06100204,284,      3361
13730,BU06100205,,      3361
13731,BU06100206,291,      3362
13732,BU06100207,291,      3362
13733,BU06100208,235,      3362
13734,BU06100209,238,      3362
13735,BU06100210,337,      3361
13736,BU06100211,345,      3361
13737,WK061003  ,301,         .
13738,BU06100301,228,      3362
13739,BU06100302,251,      3362
13740,BU06100303,298,      3361
13741,BU06100304,437,      3361
13742,BU06100305,398,      3362
13743,BU06100306,359,      3361
13744,BU06100307,421,      3361
13745,WK061004  ,362,         .
13746,BU06100401,,      3364
13747,BU06100402,,         .
13748,BU06100403,293,      3364
13749,BU06100404,,      3364
13750,BU06100405,,      3364
13751,BU06100406,,      3364
13752,GM1714    ,304,         .
13753,WK171400  ,316,         .
13754,BU17140000,268,      4524
13755,BU17140001,497,      4524
13756,BU17140009,537,      4524
13757,WK171401  ,586,         .
13758,BU17140100,538,      4525
13759,BU17140109,652,      4525
13760,WK171402  ,273,         .
13761,BU17140200,250,      4527
13762,BU17140209,374,      4527
13763,WK171403  ,300,         .
13764,BU17140300,257,      4529
13765,BU17140309,373,      4529
13766,WK171404  ,367,         .
13767,BU17140400,288,      4528
13768,BU17140409,469,      4528
13769,WK171405  ,256,         .
13770,BU17140500,245,      4501
13771,BU17140509,418,      4501
13772,WK171406  ,299,         .
13773,BU17140600,254,      4505
13774,BU17140609,430,      4505
13775,WK171407  ,493,         .
13776,BU17140700,395,      4506
13777,BU17140701,570,      4506
13778,BU17140709,452,      4506
13779,WK171408  ,329,         .
13780,BU17140800,282,      4504
13781,BU17140801,,      4504
13782,BU17140809,451,      4504
13783,WK171409  ,313,         .
13784,BU17140900,282,      4503
13785,BU17140909,410,      4503
13786,WK171410  ,286,         .
13787,BU17141000,277,      4511
13788,BU17141009,394,      4511
13789,WK171411  ,265,         .
13790,BU17141100,219,      4513
13791,BU17141101,304,      4513
13792,BU17141108,380,      4515
13793,BU17141109,384,      4513
13794,WK171412  ,293,         .
13795,BU17141200,261,      4515
13796,BU17141209,402,      4515
13797,WK171413  ,242,         .
13798,BU17141300,229,      4507
13799,BU17141309,347,      4507
13800,WK171414  ,295,         .
13801,BU17141400,259,      4508
13802,BU17141409,335,      4508
13803,GM0090    ,276,         .
13804,WK009000  ,256,         .
13805,BU00900001,241,      9203
13806,BU00900002,184,      9202
13807,BU00900003,308,      9203
13808,BU00900004,306,      9204
13809,BU00900005,213,      9202
13810,BU00900006,235,      9202
13811,BU00900007,259,      9207
13812,BU00900008,210,      9201
13813,BU00900009,181,      9203
13814,BU00900010,212,      9201
13815,BU00900011,406,      9206
13816,BU00900012,417,      9204
13817,BU00900013,208,      9205
13818,BU00900014,452,      9207
13819,BU00900015,423,      9205
13820,BU00900016,,      9207
13821,BU00900017,443,      9207
13822,BU00900018,359,      9207
13823,WK009001  ,372,         .
13824,BU00900120,350,      9218
13825,BU00900121,315,      9221
13826,BU00900122,321,      9223
13827,BU00900123,359,      9222
13828,BU00900124,497,      9211
13829,BU00900125,344,      9212
13830,BU00900126,656,      9213
13831,BU00900127,604,      9214
